,team_ids,round_ids,shots_total,shots_ongoal,shots_offgoal,shots_insidebox,shots_outsidebox,passes_total,passes_percentage,attacks_total,attacks_dangerous,fouls,corners,possession_time,yellow_cards,red_cards,saves,substitutions,tackles,penalties,injuries,results
186,309,194984,13,6.0,7.0,7.0,4.0,66,9.669999999999987,40,16,6.0,0.0,8,-3.0,,-7.0,1.0,-1,,,-1
187,496,194984,-13,-6.0,-7.0,-7.0,-4.0,-66,-9.669999999999987,-40,-16,-6.0,0.0,-8,3.0,,7.0,-1.0,1,,,1
188,734,194984,2,-1.0,3.0,3.0,0.0,197,18.669999999999995,45,22,-2.0,1.0,26,0.0,,0.0,0.0,-1,,,-1
189,258,194984,-2,1.0,-3.0,-3.0,0.0,-197,-18.669999999999995,-45,-22,2.0,-1.0,-26,0.0,,0.0,0.0,1,,,1
190,282,194984,-15,-5.0,-10.0,-5.0,-6.0,-424,-28.499999999999993,-105,-54,3.0,-8.0,-50,0.0,,1.0,-2.0,6,,,-1
191,62,194984,15,5.0,10.0,5.0,6.0,424,28.499999999999993,105,54,-3.0,8.0,50,0.0,,-1.0,2.0,-6,,,1
192,53,194984,23,7.0,16.0,11.0,13.0,217,16.019999999999996,45,26,2.0,7.0,26,,,-6.0,2.0,-3,,,1
193,180,194984,-23,-7.0,-16.0,-11.0,-13.0,-217,-16.019999999999996,-45,-26,-2.0,-7.0,-26,,,6.0,-2.0,3,,,-1
194,66,194985,5,4.0,1.0,5.0,-2.0,97,6.310000000000002,24,15,-1.0,5.0,12,-2.0,,-6.0,-1.0,4,,,0
195,282,194985,-5,-4.0,-1.0,-5.0,2.0,-97,-6.310000000000002,-24,-15,1.0,-5.0,-12,2.0,,6.0,1.0,-4,,,0
196,62,194985,11,4.0,7.0,8.0,8.0,539,43.669999999999995,68,84,0.0,12.0,64,,,-4.0,0.0,3,,,1
197,309,194985,-11,-4.0,-7.0,-8.0,-8.0,-539,-43.669999999999995,-68,-84,0.0,-12.0,-64,,,4.0,0.0,-3,,,-1
198,246,194985,3,1.0,2.0,4.0,6.0,344,35.300000000000004,57,33,-3.0,4.0,46,0.0,,-2.0,-2.0,-4,,,-1
199,338,194985,-3,-1.0,-2.0,-4.0,-6.0,-344,-35.300000000000004,-57,-33,3.0,-4.0,-46,0.0,,2.0,2.0,4,,,1
200,496,194985,8,1.0,7.0,2.0,6.0,265,22.459999999999994,22,20,-3.0,1.0,34,-1.0,,1.0,0.0,-1,,,1
201,734,194985,-8,-1.0,-7.0,-2.0,-6.0,-265,-22.459999999999994,-22,-20,3.0,-1.0,-34,1.0,,-1.0,0.0,1,,,-1
202,180,194985,-8,-1.0,-7.0,-2.0,-5.0,-43,-3.7700000000000102,15,28,-7.0,9.0,-4,1.0,1.0,-1.0,-1.0,-2,,1.0,-1
203,273,194985,8,1.0,7.0,2.0,5.0,43,3.7700000000000102,-15,-28,7.0,-9.0,4,-1.0,-1.0,1.0,1.0,2,,-1.0,1
204,53,194986,15,3.0,12.0,11.0,8.0,329,20.349999999999994,-7,39,5.0,7.0,34,,,-2.0,-1.0,1,,0.0,1
205,246,194986,-15,-3.0,-12.0,-11.0,-8.0,-329,-20.349999999999994,7,-39,-5.0,-7.0,-34,,,2.0,1.0,-1,,0.0,-1
206,338,194986,-12,-3.0,-9.0,,-3.0,-146,-13.469999999999999,-22,-31,3.0,-4.0,-22,2.0,,1.0,3.0,-1,,,-1
207,258,194986,12,3.0,9.0,,3.0,146,13.469999999999999,22,31,-3.0,4.0,22,-2.0,,-1.0,-3.0,1,,,1
208,66,194986,-2,0.0,-2.0,1.0,-4.0,33,-4.289999999999992,-7,2,-2.0,-2.0,2,1.0,0.0,1.0,-1.0,-3,,,1
209,496,194986,2,0.0,2.0,-1.0,4.0,-33,4.289999999999992,7,-2,2.0,2.0,-2,-1.0,0.0,-1.0,1.0,3,,,-1
210,734,194986,-3,-2.0,-1.0,-1.0,0.0,-248,-17.119999999999997,-23,-11,-2.0,-3.0,-28,3.0,1.0,0.0,2.0,6,,,-1
211,62,194986,3,2.0,1.0,1.0,0.0,248,17.119999999999997,23,11,2.0,3.0,28,-3.0,-1.0,0.0,-2.0,-6,,,1
212,309,194986,-2,1.0,-3.0,-4.0,-1.0,-94,-6.079999999999998,7,-1,-2.0,-4.0,-14,,,0.0,1.0,6,,,0
213,273,194986,2,-1.0,3.0,4.0,1.0,94,6.079999999999998,-7,1,2.0,4.0,14,,,0.0,-1.0,-6,,,0
214,282,194986,-5,1.0,-6.0,-5.0,1.0,-115,-10.410000000000004,-11,-23,-2.0,-5.0,-16,1.0,,-1.0,-1.0,4,,,1
215,180,194986,5,-1.0,6.0,5.0,-1.0,115,10.410000000000004,11,23,2.0,5.0,16,-1.0,,1.0,1.0,-4,,,-1
216,62,194987,4,3.0,1.0,3.0,3.0,240,14.539999999999992,49,24,2.0,-3.0,26,,,-2.0,2.0,-4,,2.0,1
217,66,194987,-4,-3.0,-1.0,-3.0,-3.0,-240,-14.539999999999992,-49,-24,-2.0,3.0,-26,,,2.0,-2.0,4,,-2.0,-1
218,282,194987,-28,-4.0,-24.0,-6.0,-6.0,76,4.57,38,-21,7.0,-1.0,10,3.0,,2.0,1.0,-10,,,0
219,309,194987,28,4.0,24.0,6.0,6.0,-76,-4.57,-38,21,-7.0,1.0,-10,-3.0,,-2.0,-1.0,10,,,0
220,273,194987,-1,2.0,-3.0,-2.0,-1.0,75,4.700000000000003,-3,-12,5.0,1.0,8,-3.0,,1.0,-1.0,-9,1.0,,1
221,734,194987,1,-2.0,3.0,2.0,1.0,-75,-4.700000000000003,3,12,-5.0,-1.0,-8,3.0,,-1.0,1.0,9,-1.0,,-1
222,338,194987,-17,,-9.0,,-5.0,-414,-26.890000000000008,-70,-43,5.0,-4.0,-48,0.0,,5.0,-1.0,0,,1.0,-1
223,53,194987,17,,9.0,,5.0,414,26.890000000000008,70,43,-5.0,4.0,48,0.0,,-5.0,1.0,0,,-1.0,1
224,180,194987,-2,-2.0,0.0,-1.0,1.0,92,9.879999999999995,-18,7,1.0,3.0,14,0.0,,1.0,,-4,1.0,,-1
225,258,194987,2,2.0,0.0,1.0,-1.0,-92,-9.879999999999995,18,-7,-1.0,-3.0,-14,0.0,,-1.0,,4,-1.0,,1
226,246,194987,-15,-5.0,-10.0,-8.0,-8.0,-137,-15.919999999999987,-31,-47,5.0,-11.0,-26,3.0,2.0,2.0,-1.0,9,,,-1
227,496,194987,15,5.0,10.0,8.0,8.0,137,15.919999999999987,31,47,-5.0,11.0,26,-3.0,-2.0,-2.0,1.0,-9,,,1
228,53,194988,16,6.0,10.0,5.0,11.0,456,21.14,91,45,6.0,2.0,46,,,-4.0,1.0,-5,,,1
229,282,194988,-16,-6.0,-10.0,-5.0,-11.0,-456,-21.14,-91,-45,-6.0,-2.0,-46,,,4.0,-1.0,5,,,-1
230,734,194988,19,,22.0,9.0,9.0,127,11.230000000000004,-8,28,2.0,8.0,18,,,-1.0,1.0,1,,,0
231,338,194988,-19,,-22.0,-9.0,-9.0,-127,-11.230000000000004,8,-28,-2.0,-8.0,-18,,,1.0,-1.0,-1,,,0
232,496,194988,-2,2.0,-4.0,-1.0,-2.0,-140,-2.719999999999999,-9,24,2.0,5.0,-14,1.0,,-2.0,1.0,-7,,,-1
233,62,194988,2,-2.0,4.0,1.0,2.0,140,2.719999999999999,9,-24,-2.0,-5.0,14,-1.0,,2.0,-1.0,7,,,1
234,66,194988,7,0.0,7.0,6.0,1.0,101,6.969999999999999,45,45,-10.0,3.0,14,1.0,,-2.0,2.0,-3,,,-1
235,246,194988,-7,0.0,-7.0,-6.0,-1.0,-101,-6.969999999999999,-45,-45,10.0,-3.0,-14,-1.0,,2.0,-2.0,3,,,1
236,309,194988,-7,-5.0,-2.0,-3.0,-5.0,125,4.949999999999996,-5,-7,-3.0,-3.0,16,1.0,1.0,3.0,0.0,7,,,-1
237,180,194988,7,5.0,2.0,3.0,5.0,-125,-4.949999999999996,5,7,3.0,3.0,-16,-1.0,-1.0,-3.0,0.0,-7,,,1
238,62,194989,-3,-1.0,-2.0,3.0,-6.0,24,-0.4099999999999966,-22,3,-6.0,-4.0,2,0.0,,3.0,-1.0,10,,,1
239,53,194989,3,1.0,2.0,-3.0,6.0,-24,0.4099999999999966,22,-3,6.0,4.0,-2,0.0,,-3.0,1.0,-10,,,-1
240,338,194989,-3,-2.0,-1.0,-4.0,2.0,-186,-23.65,-50,-15,0.0,1.0,-28,0.0,,5.0,2.0,0,,,1
241,309,194989,3,2.0,1.0,4.0,-2.0,186,23.65,50,15,0.0,-1.0,28,0.0,,-5.0,-2.0,0,,,-1
242,273,194989,9,0.0,9.0,6.0,3.0,71,13.010000000000005,41,49,-1.0,3.0,12,-1.0,,-2.0,3.0,4,,,0
243,282,194989,-9,0.0,-9.0,-6.0,-3.0,-71,-13.010000000000005,-41,-49,1.0,-3.0,-12,1.0,,2.0,-3.0,-4,,,0
244,66,194989,-6,-4.0,-2.0,-4.0,-3.0,256,22.699999999999996,60,48,-3.0,1.0,32,0.0,,2.0,1.0,1,,,-1
245,258,194989,6,4.0,2.0,4.0,3.0,-256,-22.699999999999996,-60,-48,3.0,-1.0,-32,0.0,,-2.0,-1.0,-1,,,1
246,180,194989,2,2.0,0.0,2.0,-1.0,-152,-8.709999999999994,6,10,1.0,0.0,-18,1.0,,-1.0,-3.0,8,,,0
247,496,194989,-2,-2.0,0.0,-2.0,1.0,152,8.709999999999994,-6,-10,-1.0,0.0,18,-1.0,,1.0,3.0,-8,,,0
248,246,194989,-5,-1.0,-4.0,-3.0,-1.0,134,6.690000000000012,0,-15,5.0,10.0,14,0.0,,1.0,1.0,-8,,,0
249,734,194989,5,1.0,4.0,3.0,1.0,-134,-6.690000000000012,0,15,-5.0,-10.0,-14,0.0,,-1.0,-1.0,8,,,0
250,180,194990,11,1.0,10.0,4.0,8.0,222,21.660000000000004,60,29,2.0,2.0,26,,,0.0,3.0,4,,,1
251,338,194990,-11,-1.0,-10.0,-4.0,-8.0,-222,-21.660000000000004,-60,-29,-2.0,-2.0,-26,,,0.0,-3.0,-4,,,-1
252,496,194990,5,0.0,5.0,2.0,3.0,-13,-1.6000000000000085,6,13,-3.0,-5.0,-2,0.0,,1.0,0.0,7,1.0,,0
253,309,194990,-5,0.0,-5.0,-2.0,-3.0,13,1.6000000000000085,-6,-13,3.0,5.0,2,0.0,,-1.0,0.0,-7,-1.0,,0
254,273,194990,-13,-6.0,-7.0,-8.0,,-551,-38.53,-85,-60,10.0,-5.0,-60,1.0,1.0,3.0,2.0,11,,,-1
255,62,194990,13,6.0,7.0,8.0,,551,38.53,85,60,-10.0,5.0,60,-1.0,-1.0,-3.0,-2.0,-11,,,1
256,258,194990,7,2.0,5.0,2.0,4.0,25,9.340000000000003,12,15,-5.0,1.0,4,-4.0,,0.0,-1.0,8,,,1
257,246,194990,-7,-2.0,-5.0,-2.0,-4.0,-25,-9.340000000000003,-12,-15,5.0,-1.0,-4,4.0,,0.0,1.0,-8,,,-1
258,53,194990,-5,1.0,-6.0,-8.0,2.0,165,11.939999999999998,11,-14,-5.0,-7.0,16,-1.0,,0.0,-1.0,-8,,0.0,0
259,66,194990,5,-1.0,6.0,8.0,-2.0,-165,-11.939999999999998,-11,14,5.0,7.0,-16,1.0,,0.0,1.0,8,,0.0,0
260,282,194990,-7,-3.0,-4.0,-13.0,-4.0,14,-0.7899999999999991,-4,-21,2.0,-2.0,0,1.0,,4.0,-2.0,-1,,,0
261,734,194990,7,3.0,4.0,13.0,4.0,-14,0.7899999999999991,4,21,-2.0,2.0,0,-1.0,,-4.0,2.0,1,,,0
262,338,194991,3,2.0,1.0,5.0,0.0,-112,-8.849999999999994,-6,1,6.0,3.0,-14,-2.0,,-1.0,1.0,6,,,0
263,282,194991,-3,-2.0,-1.0,-5.0,0.0,112,8.849999999999994,6,-1,-6.0,-3.0,14,2.0,,1.0,-1.0,-6,,,0
264,53,194991,-5,1.0,-6.0,-2.0,-6.0,192,18.68,-21,-26,2.0,-7.0,22,-1.0,,0.0,0.0,-4,,,0
265,258,194991,5,-1.0,6.0,2.0,6.0,-192,-18.68,21,26,-2.0,7.0,-22,1.0,,0.0,0.0,4,,,0
266,66,194991,4,6.0,-2.0,2.0,,-29,-5.330000000000005,-13,-15,5.0,-5.0,-6,,,,1.0,6,,,1
267,180,194991,-4,-6.0,2.0,-2.0,,29,5.330000000000005,13,15,-5.0,5.0,6,,,,-1.0,-6,,,-1
268,246,194991,1,3.0,-2.0,-3.0,-3.0,-79,-13.109999999999992,-34,-28,13.0,0.0,-18,3.0,,4.0,-1.0,6,,,1
269,273,194991,-1,-3.0,2.0,3.0,3.0,79,13.109999999999992,34,28,-13.0,0.0,18,-3.0,,-4.0,1.0,-6,,,-1
270,734,194991,0,0.0,0.0,2.0,1.0,-86,-4.439999999999998,14,21,4.0,2.0,-10,0.0,,,0.0,9,,,1
271,496,194991,0,0.0,0.0,-2.0,-1.0,86,4.439999999999998,-14,-21,-4.0,-2.0,10,0.0,,,0.0,-9,,,-1
272,309,194991,-12,-2.0,-10.0,-6.0,-5.0,-374,-19.700000000000003,-40,-69,1.0,-9.0,-46,2.0,,1.0,1.0,-3,,,0
273,62,194991,12,2.0,10.0,6.0,5.0,374,19.700000000000003,40,69,-1.0,9.0,46,-2.0,,-1.0,-1.0,3,,,0
274,258,194985,-12,-5.0,-7.0,-11.0,-1.0,-306,-23.999999999999993,-56,-39,0.0,-3.0,-40,,,4.0,0.0,12,,,0
275,53,194985,12,5.0,7.0,11.0,1.0,306,23.999999999999993,56,39,0.0,3.0,40,,,-4.0,0.0,-12,,,0
276,273,194992,19,6.0,13.0,8.0,12.0,171,10.779999999999987,-1,33,0.0,7.0,22,0.0,,-3.0,0.0,6,,,1
277,309,194992,-19,-6.0,-13.0,-8.0,-12.0,-171,-10.779999999999987,1,-33,0.0,-7.0,-22,0.0,,3.0,0.0,-6,,,-1
278,62,194992,22,9.0,13.0,17.0,4.0,346,21.239999999999995,47,45,1.0,9.0,38,-1.0,,-4.0,0.0,-4,1.0,,1
279,246,194992,-22,-9.0,-13.0,-17.0,-4.0,-346,-21.239999999999995,-47,-45,-1.0,-9.0,-38,1.0,,4.0,0.0,4,-1.0,,-1
280,282,194993,-6,-3.0,-3.0,-5.0,-2.0,100,8.340000000000003,-23,-31,4.0,-7.0,10,1.0,,-2.0,0.0,-2,,,-1
281,496,194993,6,3.0,3.0,5.0,2.0,-100,-8.340000000000003,23,31,-4.0,7.0,-10,-1.0,,2.0,0.0,2,,,1
282,246,194993,-1,-3.0,2.0,0.0,-1.0,-47,-5.8700000000000045,4,0,10.0,-5.0,-8,5.0,,0.0,0.0,6,,,-1
283,309,194993,1,3.0,-2.0,0.0,1.0,47,5.8700000000000045,-4,0,-10.0,5.0,8,-5.0,,0.0,0.0,-6,,,1
284,734,194993,-7,-1.0,-6.0,-5.0,-3.0,-143,-11.539999999999992,-31,-5,7.0,-4.0,-20,0.0,,1.0,1.0,2,,,0
285,273,194993,7,1.0,6.0,5.0,3.0,143,11.539999999999992,31,5,-7.0,4.0,20,0.0,,-1.0,-1.0,-2,,,0
286,53,194993,21,8.0,13.0,13.0,7.0,433,30.770000000000003,75,46,6.0,2.0,50,,,-4.0,0.0,-5,,,1
287,338,194993,-21,-8.0,-13.0,-13.0,-7.0,-433,-30.770000000000003,-75,-46,-6.0,-2.0,-50,,,4.0,0.0,5,,,-1
288,66,194993,-5,-1.0,-4.0,-3.0,0.0,-237,-13.36,-36,-25,4.0,2.0,-24,3.0,,0.0,1.0,17,,,-1
289,62,194993,5,1.0,4.0,3.0,0.0,237,13.36,36,25,-4.0,-2.0,24,-3.0,,0.0,-1.0,-17,,,1
290,258,194993,8,2.0,6.0,6.0,1.0,169,17.139999999999993,56,31,-3.0,10.0,24,-1.0,,1.0,0.0,-5,,,1
291,180,194993,-8,-2.0,-6.0,-6.0,-1.0,-169,-17.139999999999993,-56,-31,3.0,-10.0,-24,1.0,,-1.0,0.0,5,,,-1
292,258,194988,-1,0.0,-1.0,-5.0,2.0,-22,-0.36999999999999744,20,14,3.0,1.0,-4,1.0,,0.0,1.0,-1,,,0
293,273,194988,1,0.0,1.0,5.0,-2.0,22,0.36999999999999744,-20,-14,-3.0,-1.0,4,-1.0,,0.0,-1.0,1,,,0
294,282,194992,-1,-3.0,2.0,-4.0,2.0,204,11.11,21,2,-2.0,0.0,22,,,0.0,0.0,-4,,,-1
295,66,194992,1,3.0,-2.0,4.0,-2.0,-204,-11.11,-21,-2,2.0,0.0,-22,,,0.0,0.0,4,,,1
296,180,194992,-4,0.0,-4.0,-2.0,1.0,-114,-11.220000000000006,6,-24,-1.0,-10.0,-16,0.0,,-1.0,-2.0,0,,,-1
297,734,194992,4,0.0,4.0,2.0,-1.0,114,11.220000000000006,-6,24,1.0,10.0,16,0.0,,1.0,2.0,0,,,1
298,53,194980,10,-2.0,12.0,1.0,7.0,323,25.630000000000003,28,31,6.0,1.0,36,,,0.0,1.0,-8,,,-1
299,496,194980,-10,2.0,-12.0,-1.0,-7.0,-323,-25.630000000000003,-28,-31,-6.0,-1.0,-36,,,0.0,-1.0,8,,,1
300,273,194994,-1,0.0,-1.0,0.0,1.0,247,20.659999999999997,17,19,-5.0,1.0,32,1.0,,-2.0,2.0,-16,,,-1
301,258,194994,1,0.0,1.0,0.0,-1.0,-247,-20.659999999999997,-17,-19,5.0,-1.0,-32,-1.0,,2.0,-2.0,16,,,1
302,496,194994,-2,-3.0,1.0,-7.0,0.0,-37,-8.14,4,-12,-1.0,-1.0,-8,1.0,1.0,2.0,1.0,9,,,-1
303,66,194994,2,3.0,-1.0,7.0,0.0,37,8.14,-4,12,1.0,1.0,8,-1.0,-1.0,-2.0,-1.0,-9,,,1
304,180,194994,-1,-3.0,2.0,1.0,-1.0,-348,-17.14999999999999,-25,-3,3.0,5.0,-36,1.0,,-1.0,-1.0,3,,,-1
305,53,194994,1,3.0,-2.0,-1.0,1.0,348,17.14999999999999,25,3,-3.0,-5.0,36,-1.0,,1.0,1.0,-3,,,1
306,338,194994,-5,1.0,-6.0,-5.0,-4.0,-241,-16.93,10,-6,6.0,-3.0,-30,-1.0,,-1.0,-1.0,6,,,-1
307,246,194994,5,-1.0,6.0,5.0,4.0,241,16.93,-10,6,-6.0,3.0,30,1.0,,1.0,1.0,-6,,,1
308,309,194994,-2,2.0,-4.0,1.0,-3.0,-273,-13.290000000000006,-51,-32,0.0,0.0,-34,,,-2.0,2.0,0,,,1
309,282,194994,2,-2.0,4.0,-1.0,3.0,273,13.290000000000006,51,32,0.0,0.0,34,,,2.0,-2.0,0,,,-1
310,62,194994,4,-2.0,6.0,2.0,2.0,347,19.129999999999995,67,51,1.0,0.0,32,0.0,,2.0,-2.0,-2,,,1
311,734,194994,-4,2.0,-6.0,-2.0,-2.0,-347,-19.129999999999995,-67,-51,-1.0,0.0,-32,0.0,,-2.0,2.0,2,,,-1
312,53,194995,13,4.0,9.0,10.0,5.0,303,12.559999999999988,87,66,8.0,2.0,30,,,-4.0,1.0,5,,,1
313,309,194995,-13,-4.0,-9.0,-10.0,-5.0,-303,-12.559999999999988,-87,-66,-8.0,-2.0,-30,,,4.0,-1.0,-5,,,-1
314,66,194995,0,3.0,-3.0,0.0,-1.0,-143,-7.430000000000007,-40,-11,4.0,-2.0,-18,1.0,,-2.0,0.0,-5,1.0,,1
315,273,194995,0,-3.0,3.0,0.0,1.0,143,7.430000000000007,40,11,-4.0,2.0,18,-1.0,,2.0,0.0,5,-1.0,,-1
316,258,194995,7,3.0,4.0,7.0,1.0,-128,-8.959999999999994,-42,-15,-1.0,6.0,-16,-1.0,,-2.0,-1.0,6,1.0,,-1
317,734,194995,-7,-3.0,-4.0,-7.0,-1.0,128,8.959999999999994,42,15,1.0,-6.0,16,1.0,,2.0,1.0,-6,-1.0,,1
318,246,194995,0,3.0,-3.0,-3.0,0.0,104,9.990000000000002,-10,-5,1.0,-1.0,14,-2.0,,-1.0,2.0,-5,,,-1
319,282,194995,0,-3.0,3.0,3.0,0.0,-104,-9.990000000000002,10,5,-1.0,1.0,-14,2.0,,1.0,-2.0,5,,,1
320,496,194995,1,3.0,-2.0,4.0,-2.0,-1,4.0,18,10,-5.0,0.0,0,-3.0,,-2.0,-2.0,4,,,1
321,180,194995,-1,-3.0,2.0,-4.0,2.0,1,-4.0,-18,-10,5.0,0.0,0,3.0,,2.0,2.0,-4,,,-1
322,338,194995,-4,3.0,-7.0,0.0,-3.0,-323,-23.17,15,5,2.0,1.0,-38,0.0,,-4.0,-3.0,11,,3.0,0
323,62,194995,4,-3.0,7.0,0.0,3.0,323,23.17,-15,-5,-2.0,-1.0,38,0.0,,4.0,3.0,-11,,-3.0,0
324,180,194977,8,3.0,5.0,7.0,0.0,108,11.39,35,47,-1.0,5.0,16,,,-2.0,0.0,-1,,,-1
325,309,194977,-8,-3.0,-5.0,-7.0,0.0,-108,-11.39,-35,-47,1.0,-5.0,-16,,,2.0,0.0,1,,,1
326,496,194992,-9,-4.0,-5.0,-5.0,0.0,-216,-12.239999999999995,-41,-29,0.0,0.0,-24,1.0,,0.0,-2.0,5,,0.0,-1
327,53,194992,9,4.0,5.0,5.0,0.0,216,12.239999999999995,41,29,0.0,0.0,24,-1.0,,0.0,2.0,-5,,0.0,1
328,282,194996,-8,-5.0,-3.0,0.0,-2.0,-161,-15.100000000000001,-41,-22,-1.0,-1.0,-24,1.0,0.0,7.0,-2.0,-7,,,1
329,258,194996,8,5.0,3.0,0.0,2.0,161,15.100000000000001,41,22,1.0,1.0,24,-1.0,0.0,-7.0,2.0,7,,,-1
330,273,194996,0,0.0,0.0,0.0,2.0,57,4.25,10,5,1.0,-3.0,6,0.0,,-1.0,0.0,-1,,,0
331,496,194996,0,0.0,0.0,0.0,-2.0,-57,-4.25,-10,-5,-1.0,3.0,-6,0.0,,1.0,0.0,1,,,0
332,309,194996,-3,-4.0,1.0,-6.0,2.0,-13,-3.539999999999999,-5,-12,-5.0,2.0,-4,0.0,1.0,1.0,-2.0,-12,1.0,,-1
333,338,194996,3,4.0,-1.0,6.0,-2.0,13,3.539999999999999,5,12,5.0,-2.0,4,0.0,-1.0,-1.0,2.0,12,-1.0,,1
334,62,194996,9,5.0,4.0,6.0,5.0,223,14.170000000000002,26,41,0.0,7.0,26,,,,-1.0,0,,,1
335,180,194996,-9,-5.0,-4.0,-6.0,-5.0,-223,-14.170000000000002,-26,-41,0.0,-7.0,-26,,,,1.0,0,,,-1
336,734,194996,-4,-2.0,-2.0,-2.0,-2.0,-209,-11.780000000000001,-22,-17,-1.0,-6.0,-26,,,2.0,1.0,16,,0.0,-1
337,53,194996,4,2.0,2.0,2.0,2.0,209,11.780000000000001,22,17,1.0,6.0,26,,,-2.0,-1.0,-16,,0.0,1
338,53,194971,4,1.0,3.0,-1.0,3.0,302,13.540000000000006,38,-2,-6.0,-2.0,28,,,0.0,0.0,-4,,,1
339,273,194971,-4,-1.0,-3.0,1.0,-3.0,-302,-13.540000000000006,-38,2,6.0,2.0,-28,,,0.0,0.0,4,,,-1
340,496,194979,2,0.0,2.0,-2.0,5.0,76,13.750000000000007,-6,-13,8.0,1.0,10,1.0,,0.0,-1.0,-8,,,0
341,338,194979,-2,0.0,-2.0,2.0,-5.0,-76,-13.750000000000007,6,13,-8.0,-1.0,-10,-1.0,,0.0,1.0,8,,,0
342,66,195000,10,8.0,2.0,8.0,1.0,141,15.540000000000006,-28,18,1.0,5.0,22,0.0,,0.0,0.0,8,1.0,,1
343,338,195000,-10,-8.0,-2.0,-8.0,-1.0,-141,-15.540000000000006,28,-18,-1.0,-5.0,-22,0.0,,0.0,0.0,-8,-1.0,,-1
344,273,195000,1,0.0,1.0,-1.0,3.0,-85,-10.590000000000003,-25,-28,1.0,-1.0,-14,-1.0,,1.0,-4.0,-8,,,1
345,180,195000,-1,0.0,-1.0,1.0,-3.0,85,10.590000000000003,25,28,-1.0,1.0,14,1.0,,-1.0,4.0,8,,,-1
346,309,195000,-18,-5.0,,,-6.0,59,6.61999999999999,-38,-38,-3.0,-1.0,6,1.0,,3.0,-1.0,-14,,,-1
347,734,195000,18,5.0,,,6.0,-59,-6.61999999999999,38,38,3.0,1.0,-6,-1.0,,-3.0,1.0,14,,,1
348,496,195000,7,2.0,5.0,0.0,8.0,85,11.159999999999997,-1,16,-7.0,-2.0,12,,,-2.0,-2.0,-15,,,0
349,258,195000,-7,-2.0,-5.0,0.0,-8.0,-85,-11.159999999999997,1,-16,7.0,2.0,-12,,,2.0,2.0,15,,,0
350,62,195000,14,8.0,6.0,14.0,1.0,216,14.709999999999994,25,45,-3.0,7.0,26,,,-4.0,3.0,-1,1.0,,1
351,282,195000,-14,-8.0,-6.0,-14.0,-1.0,-216,-14.709999999999994,-25,-45,3.0,-7.0,-26,,,4.0,-3.0,1,-1.0,,-1
352,246,195000,-11,0.0,-11.0,-7.0,-7.0,-430,-25.580000000000005,-108,-81,1.0,-7.0,-48,1.0,,1.0,2.0,21,,0.0,1
353,53,195000,11,0.0,11.0,7.0,7.0,430,25.580000000000005,108,81,-1.0,7.0,48,-1.0,,-1.0,-2.0,-21,,0.0,-1
354,496,194978,-6,0.0,-6.0,-2.0,-5.0,53,9.43,-2,-11,-3.0,-4.0,6,1.0,,0.0,3.0,-2,,,0
355,309,194978,6,0.0,6.0,2.0,5.0,-53,-9.43,2,11,3.0,4.0,-6,-1.0,,0.0,-3.0,2,,,0
356,53,194997,3,1.0,2.0,-2.0,5.0,382,21.680000000000007,45,12,-9.0,3.0,36,,,0.0,-1.0,-13,,,1
357,273,194997,-3,-1.0,-2.0,2.0,-5.0,-382,-21.680000000000007,-45,-12,9.0,-3.0,-36,,,0.0,1.0,13,,,-1
358,66,194997,3,3.0,0.0,4.0,0.0,238,19.260000000000005,27,30,-3.0,2.0,34,2.0,,,3.0,-5,,,-1
359,309,194997,-3,-3.0,0.0,-4.0,0.0,-238,-19.260000000000005,-27,-30,3.0,-2.0,-34,-2.0,,,-3.0,5,,,1
360,180,194997,2,2.0,0.0,3.0,-2.0,85,10.810000000000002,73,75,-2.0,10.0,16,-3.0,,-1.0,-1.0,-2,,,0
361,282,194997,-2,-2.0,0.0,-3.0,2.0,-85,-10.810000000000002,-73,-75,2.0,-10.0,-16,3.0,,1.0,1.0,2,,,0
362,496,194997,2,3.0,-1.0,0.0,2.0,8,4.509999999999991,13,-7,-5.0,-4.0,0,0.0,,0.0,-1.0,-9,1.0,,1
363,246,194997,-2,-3.0,1.0,0.0,-2.0,-8,-4.509999999999991,-13,7,5.0,4.0,0,0.0,,0.0,1.0,9,-1.0,,-1
364,338,194997,-8,-2.0,-6.0,-3.0,-2.0,-121,-11.079999999999998,-7,-16,3.0,0.0,-18,-1.0,,2.0,-1.0,-1,,,0
365,734,194997,8,2.0,6.0,3.0,2.0,121,11.079999999999998,7,16,-3.0,0.0,18,1.0,,-2.0,1.0,1,,,0
366,258,194997,-3,,2.0,-4.0,0.0,-231,-26.549999999999997,-20,-10,10.0,-1.0,-32,4.0,,4.0,1.0,13,,1.0,-1
367,62,194997,3,,-2.0,4.0,0.0,231,26.549999999999997,20,10,-10.0,1.0,32,-4.0,,-4.0,-1.0,-13,,-1.0,1
368,273,194998,1,-1.0,2.0,6.0,-1.0,106,10.839999999999996,-3,2,-1.0,0.0,18,1.0,,-1.0,0.0,-1,,,0
369,338,194998,-1,1.0,-2.0,-6.0,1.0,-106,-10.839999999999996,3,-2,1.0,0.0,-18,-1.0,,1.0,0.0,1,,,0
370,309,194998,7,4.0,3.0,3.0,1.0,-36,-8.030000000000001,2,13,-11.0,-1.0,-8,-2.0,,0.0,0.0,2,1.0,,1
